fecha,hora,origen,destino,distancia_manhattan,transbordo,clima,nivel_congestion,incidente,demanda_estimada,ocupacion_pct,es_hora_pico,tiempo_observado_min
2026-04-30,6,Calle 100,Calle 72,1,0,despejado,3,0,229,50.05,1,9.26
2026-04-28,6,Calle 26,Américas,1,1,despejado,5,0,272,73.24,1,17.66
2026-04-04,16,Américas,Banderas,1,0,lluvia_fuerte,4,0,226,55.5,0,13.85
2026-04-20,10,Calle 72,Calle 26,1,1,despejado,1,1,127,35.0,0,18.23
2026-04-02,21,Av Jiménez,Portal Sur,1,1,lluvia,5,0,206,56.71,0,20.95
2026-04-26,17,Portal Norte,Calle 100,1,0,lluvia,3,0,305,83.22,1,12.88
2026-04-21,9,Calle 26,Av Jiménez,1,0,despejado,4,0,244,56.68,1,11.45
2026-04-14,8,Banderas,Portal Sur,2,0,lluvia,4,0,183,40.4,1,17.81
2026-04-30,9,Portal Norte,Calle 100,1,0,lluvia_fuerte,5,1,347,85.78,1,24.91
2026-04-13,15,Calle 72,Calle 26,1,1,despejado,3,0,102,35.0,0,15.74
2026-04-16,8,Calle 100,Calle 72,1,0,lluvia_fuerte,5,0,183,39.08,1,17.14
2026-04-14,11,Banderas,Portal Sur,2,0,lluvia,1,0,111,35.0,0,9.81
2026-04-25,14,Calle 26,Av Jiménez,1,0,despejado,2,0,122,35.0,0,7.99
2026-04-18,10,Banderas,Portal Sur,2,0,despejado,1,0,154,35.82,0,9.69
2026-04-22,19,Av Jiménez,Portal Sur,1,1,despejado,4,0,263,62.6,1,18.59
2026-04-13,7,Portal Norte,Calle 100,1,0,lluvia,4,1,267,65.95,1,21.46
2026-04-11,8,Calle 72,Calle 26,1,1,lluvia_fuerte,4,0,258,68.41,1,23.37
2026-04-20,20,Calle 26,Américas,1,1,despejado,5,0,346,83.56,1,16.43
2026-04-27,11,Portal Norte,Calle 100,1,0,despejado,2,0,148,35.0,0,9.07
2026-04-16,14,Calle 26,Av Jiménez,1,0,despejado,1,0,152,39.91,0,5.19
2026-04-26,14,Banderas,Portal Sur,2,0,despejado,3,0,166,40.58,0,13.04
2026-04-29,17,Calle 72,Calle 26,1,1,despejado,5,0,301,82.61,1,18.52
2026-04-30,12,Calle 100,Calle 72,1,0,despejado,1,0,139,35.0,0,7.16
2026-04-03,10,Banderas,Portal Sur,2,0,despejado,3,0,143,40.4,0,10.17
2026-04-04,8,Calle 72,Calle 26,1,1,lluvia_fuerte,4,0,334,86.87,1,21.62
2026-04-02,14,Calle 100,Calle 72,1,0,lluvia,3,0,117,35.0,0,11.3
2026-04-18,13,Av Jiménez,Portal Sur,1,1,despejado,3,0,137,37.23,0,15.24
2026-04-10,16,Portal Norte,Calle 100,1,0,despejado,2,0,163,46.22,0,9.62
2026-04-30,18,Américas,Banderas,1,0,lluvia_fuerte,5,1,252,57.53,1,23.96
2026-04-27,15,Calle 72,Calle 26,1,1,despejado,1,0,169,45.43,0,10.93
2026-04-05,19,Calle 100,Calle 72,1,0,lluvia_fuerte,4,0,218,50.64,1,16.59
2026-04-23,13,Calle 100,Calle 72,1,0,despejado,2,0,97,35.0,0,6.26
2026-04-22,15,Calle 100,Calle 72,1,0,despejado,3,0,126,39.31,0,9.11
2026-04-25,16,Calle 72,Calle 26,1,1,despejado,1,0,113,35.0,0,11.16
2026-04-04,8,Calle 100,Calle 72,1,0,lluvia,3,0,262,63.23,1,12.9
2026-04-21,14,Américas,Banderas,1,0,lluvia,1,0,166,37.04,0,9.39
2026-04-14,7,Calle 72,Calle 26,1,1,despejado,3,0,272,63.11,1,14.63
2026-04-29,19,Américas,Banderas,1,0,lluvia,4,0,282,75.33,1,13.67
2026-04-05,12,Calle 26,Av Jiménez,1,0,despejado,1,0,98,35.0,0,6.21
2026-04-06,15,Calle 26,Américas,1,1,despejado,3,0,160,40.07,0,13.43
2026-04-15,15,Calle 100,Calle 72,1,0,despejado,2,0,180,49.53,0,7.73
2026-04-05,17,Calle 26,Av Jiménez,1,0,despejado,3,0,354,80.93,1,9.1
2026-04-11,20,Calle 26,Américas,1,1,lluvia_fuerte,5,0,356,91.72,1,20.9
2026-04-04,9,Calle 26,Av Jiménez,1,0,despejado,3,0,298,72.58,1,10.17
2026-04-01,16,Américas,Banderas,1,0,despejado,3,0,103,35.0,0,10.22
2026-04-12,13,Calle 72,Calle 26,1,1,despejado,2,0,150,35.76,0,14.08
2026-04-23,17,Américas,Banderas,1,0,despejado,4,0,274,67.89,1,13.18
2026-04-07,11,Calle 72,Calle 26,1,1,despejado,2,0,122,35.0,0,14.5
2026-04-29,18,Américas,Banderas,1,0,despejado,5,0,292,71.21,1,14.65
2026-04-02,20,Américas,Banderas,1,0,despejado,4,0,269,69.88,1,11.42
2026-04-26,16,Banderas,Portal Sur,2,0,despejado,1,0,117,35.52,0,10.1
2026-04-07,10,Calle 100,Calle 72,1,0,despejado,1,0,91,35.0,0,5.71
2026-04-21,19,Banderas,Portal Sur,2,0,lluvia,3,0,238,51.51,1,15.04
2026-04-29,8,Av Jiménez,Portal Sur,1,1,lluvia,5,1,307,80.11,1,26.81
2026-04-22,8,Av Jiménez,Portal Sur,1,1,lluvia_fuerte,4,0,244,61.95,1,22.33
2026-04-02,15,Banderas,Portal Sur,2,0,despejado,2,0,138,35.0,0,10.82
2026-04-07,8,Américas,Banderas,1,0,despejado,5,0,294,73.0,1,12.34
2026-04-02,21,Américas,Banderas,1,0,lluvia_fuerte,5,0,294,77.3,0,17.49
2026-04-20,16,Banderas,Portal Sur,2,0,despejado,1,0,177,51.7,0,9.38
2026-04-23,9,Calle 100,Calle 72,1,0,despejado,4,0,284,69.93,1,11.09
